"radar","datetime","mtr","vid","vir","rtr","mt","rt","ff","dd","u","v","height"
"UNKNOWN",2025-09-25,53.88552,3.16,34.634,594.68652,48167.21928,536070.363252,4.73677215189873,242.1788900367,-4.14196202531646,-2.18575949367089,589.873417721519
"UNKNOWN",2025-09-25 00:10:00,184.18752,4.58,50.45,2026.82664,48197.9172,536408.167692,11.1710043668122,236.67375907012,-9.32458515283843,-6.13122270742358,513.100436681223
"UNKNOWN",2025-09-25 00:20:00,48.75696,3,32.926,536.505768,48206.04336,536497.58532,4.51453333333333,243.214110332074,-3.8462,-1.94166666666667,624
"UNKNOWN",2025-09-25 00:30:00,52.8804,2.9,31.556,571.25484,48214.85676,536592.79446,5.0651724137931,236.000874283995,-4.1451724137931,-2.79586206896552,593.793103448276
"UNKNOWN",2025-09-25 00:40:00,111.75624,2.98,32.696,1227.786984,48233.4828,536797.425624,10.4172483221477,235.373235603136,-8.55342281879195,-5.90651006711409,584.563758389262
"UNKNOWN",2025-09-25 00:50:00,147.8664,3.82,41.88,1630.12608,48258.1272,537069.113304,10.7523560209424,231.723258340391,-8.36429319371728,-6.60020942408377,550.261780104712
"UNKNOWN",2025-09-25 01:00:00,55.95552,4.4,48.61,617.033232,48267.45312,537171.952176,3.53254545454545,236.793777844967,-2.95163636363636,-1.93195454545455,500
"UNKNOWN",2025-09-25 01:10:00,104.26896,2.84,31.676,1153.57176,48284.83128,537364.214136,10.1984507042254,238.341619026523,-8.65443661971831,-5.33640845070422,569.014084507042
"UNKNOWN",2025-09-25 01:20:00,53.21736,3.14,34.438,590.794776,48293.70084,537462.679932,4.70783439490446,244.234175524034,-4.2243949044586,-2.03904458598726,591.71974522293
"UNKNOWN",2025-09-25 01:30:00,50.08464,3.48,38.224,552.989016,48302.04828,537554.844768,3.99781609195402,243.55120032578,-3.56126436781609,-1.7716091954023,698.850574712644
"UNKNOWN",2025-09-25 01:40:00,44.43264,4.04,44.512,492.57432,48309.45372,537636.940488,3.0550495049505,241.010923438975,-2.65519801980198,-1.47113861386139,505.940594059406
"UNKNOWN",2025-09-25 01:50:00,48.85416,3.38,37.128,531.080064,48317.59608,537725.453832,4.01497041420118,240.139069665689,-3.45360946745562,-1.98278106508876,556.804733727811
"UNKNOWN",2025-09-25 02:00:00,110.29392,2.98,32.866,1214.656056,48335.9784,537927.896508,10.2809395973154,241.92698278335,-9.03302013422819,-4.81771812080537,553.691275167785
"UNKNOWN",2025-09-25 02:10:00,54.06552,3.14,34.162,587.503728,48344.98932,538025.813796,4.78286624203822,238.896151096444,-4.05477707006369,-2.44636942675159,577.707006369427
"UNKNOWN",2025-09-25 02:20:00,114.87456,3.18,34.74,1263.230856,48364.13508,538236.352272,10.034465408805,234.70102061813,-8.16547169811321,-5.78125786163522,575.471698113208
"UNKNOWN",2025-09-25 02:30:00,48.61008,3.44,37.714,537.935904,48372.23676,538326.008256,3.92523255813954,237.683046932031,-3.31767441860465,-2.09872093023256,631.395348837209
"UNKNOWN",2025-09-25 02:40:00,51.32592,4.36,48.012,566.668224,48380.79108,538420.45296,3.27,235.72591406553,-2.69100917431193,-1.83389908256881,485.321100917431
"UNKNOWN",2025-09-25 02:50:00,44.54496,2.54,27.966,488.641104,48388.21524,538501.893144,4.87149606299213,234.58296153416,-3.96086614173228,-2.81661417322835,575.590551181102
"UNKNOWN",2025-09-25 03:00:00,46.39464,3.2,35.234,507.38544,48395.94768,538586.457384,4.0273125,232.606562346841,-3.1899375,-2.4383125,506.25
"UNKNOWN",2025-09-25 03:10:00,41.4432,3,33.158,460.074168,48402.85488,538663.136412,3.83733333333333,234.479645915125,-3.1084,-2.21886666666667,514.666666666667
"UNKNOWN",2025-09-25 03:20:00,42.98904,2.92,31.986,468.823536,48410.01972,538741.273668,4.08952054794521,237.674158646976,-3.44541095890411,-2.18027397260274,534.246575342466
"UNKNOWN",2025-09-25 03:30:00,102.12552,3.06,33.726,1117.500624,48427.04064,538927.523772,9.27065359477124,232.303243221521,-7.32725490196078,-5.66248366013072,679.084967320262
"UNKNOWN",2025-09-25 03:40:00,42.02784,2.94,32.58,472.492296,48434.04528,539006.272488,3.9708843537415,228.421162620622,-2.96122448979592,-2.62714285714286,753.061224489796
"UNKNOWN",2025-09-25 03:50:00,47.23416,2.7,29.822,522.755856,48441.91764,539093.398464,4.85948148148148,230.187679480036,-3.71066666666667,-3.09296296296296,531.111111111111
"UNKNOWN",2025-09-25 04:00:00,38.71584,2.58,28.258,419.85252,48448.37028,539163.373884,4.16837209302326,224.325517852198,-2.89899224806202,-2.96806201550388,529.457364341085
"UNKNOWN",2025-09-25 04:10:00,89.16336,2.56,28.444,985.712184,48463.23084,539327.659248,9.67484375,232.508069114948,-7.640859375,-5.861328125,545.3125
"UNKNOWN",2025-09-25 04:20:00,71.54712,2.16,23.736,785.076192,48475.15536,539458.50528,9.20101851851852,231.574485381655,-7.15037037037037,-5.6725,570.37037037037
"UNKNOWN",2025-09-25 04:30:00,40.5504,2.02,22.24,441.168624,48481.91376,539532.033384,5.57623762376238,225.207022017424,-3.90514851485149,-3.8770297029703,581.188118811881
"UNKNOWN",2025-09-25 04:40:00,20.76336,1.92,21.302,229.336056,48485.37432,539570.25606,3.00395833333333,215.793279998028,-1.743125,-2.4175,729.166666666667
"UNKNOWN",2025-09-25 04:50:00,15.20208,2.28,25.122,162.25488,48487.908,539597.29854,1.85210526315789,205.279562879827,-0.79078947368421,-1.67447368421053,519.298245614035
"UNKNOWN",2025-09-25 05:00:00,4.5612,1.86,20.528,52.90992,48488.6682,539606.11686,0.681182795698925,202.741563532044,-0.263440860215054,-0.628494623655914,792.47311827957
"UNKNOWN",2025-09-25 05:10:00,32.39424,1.1,12.114,358.266312,48494.06724,539665.827912,8.18036363636364,184.583314412259,-0.650181818181818,-8.11054545454546,769.090909090909
"UNKNOWN",2025-09-25 05:20:00,32.87088,0.88,9.432,350.553312,48499.54572,539724.253464,10.3759090909091,177.705116775364,0.414545454545454,-10.3443181818182,868.181818181818
"UNKNOWN",2025-09-25 05:30:00,38.17728,0.84,9.34,422.782992,48505.9086,539794.717296,12.6247619047619,179.277039299422,0.158809523809524,-12.5852380952381,1204.7619047619
"UNKNOWN",2025-09-25 05:40:00,33.084,1.12,12.492,365.52672,48511.4226,539855.638416,8.20535714285714,180.178475395259,-0.0255357142857143,-8.19767857142857,817.857142857143
"UNKNOWN",2025-09-25 05:50:00,68.50368,4.84,53.46,757.198152,48522.83988,539981.838108,3.93157024793388,180.614997784298,-0.0421900826446281,-3.93045454545454,434.710743801653
"UNKNOWN",2025-09-25 17:50:00,0,0.76,8.496,0,48522.83988,539981.838108,0,90,0,0,1531.57894736842
"UNKNOWN",2025-09-25 18:00:00,0,1.28,14.192,0,48522.83988,539981.838108,0,90,0,0,1215.625
"UNKNOWN",2025-09-25 18:10:00,0,1.8,19.934,0,48522.83988,539981.838108,0,90,0,0,888.888888888889
"UNKNOWN",2025-09-25 18:20:00,0,0.86,9.448,0,48522.83988,539981.838108,0,90,0,0,1467.44186046512
"UNKNOWN",2025-09-25 18:30:00,11.4444,1.04,10.17,124.00344,48524.74728,540002.505348,3.05673076923077,219.789869316963,-1.955,-2.34730769230769,1073.07692307692
"UNKNOWN",2025-09-25 18:40:00,53.01,1.76,19.61,583.835544,48533.58228,540099.811272,8.36647727272727,224.886506066171,-5.89715909090909,-5.92056818181818,809.090909090909
"UNKNOWN",2025-09-25 18:50:00,52.58592,3.3,35.394,575.330328,48542.3466,540195.69966,4.42642424242424,221.913912931551,-2.95442424242424,-3.29115151515152,1005.45454545455
"UNKNOWN",2025-09-25 19:00:00,139.44816,3.52,38.712,1533.720744,48565.58796,540451.319784,11.0044318181818,221.452258130736,-7.27409090909091,-8.23568181818182,705.681818181818
"UNKNOWN",2025-09-25 19:10:00,202.38048,5.06,55.976,2234.879928,48599.31804,540823.799772,11.1100395256917,221.653764017979,-7.37936758893281,-8.29588932806324,736.363636363636
"UNKNOWN",2025-09-25 19:20:00,215.38872,5.16,56.564,2368.76652,48635.21616,541218.594192,11.595,227.072720766239,-8.43996124031008,-7.85038759689922,764.341085271318
"UNKNOWN",2025-09-25 19:30:00,181.05912,6.3,68.934,1987.9812,48665.39268,541549.924392,7.98320634920635,228.184903359738,-5.92174603174603,-5.29746031746032,804.126984126984
"UNKNOWN",2025-09-25 19:40:00,257.49,6.04,66.528,2836.39644,48708.30768,542022.657132,11.8418874172185,230.55430844486,-9.09102649006623,-7.47960264900662,684.105960264901
"UNKNOWN",2025-09-25 19:50:00,138.34512,4.9,54.066,1515.57156,48731.3652,542275.252392,7.84269387755102,229.638263918096,-5.89057142857143,-5.00648979591837,832.244897959184
"UNKNOWN",2025-09-25 20:00:00,112.98168,4.14,45.232,1234.153872,48750.19548,542480.944704,7.58062801932367,228.930520051805,-5.61043478260869,-4.88903381642512,695.169082125604
"UNKNOWN",2025-09-25 20:10:00,100.3032,4.76,52.062,1100.649888,48766.91268,542664.386352,5.85336134453782,229.25216011857,-4.31155462184874,-3.71478991596639,672.268907563025
"UNKNOWN",2025-09-25 20:20:00,77.9184,4.46,49.192,851.813424,48779.89908,542806.355256,4.85291479820628,236.302612467917,-3.96865470852018,-2.64650224215247,829.14798206278
"UNKNOWN",2025-09-25 20:30:00,48.41928,2.74,30.466,544.95288,48787.96896,542897.180736,4.90868613138686,234.986982474668,-3.92905109489051,-2.75248175182482,932.116788321168
"UNKNOWN",2025-09-25 20:40:00,23.03712,3.02,33.002,252.878688,48791.80848,542939.327184,2.11894039735099,232.331807696861,-1.65476821192053,-1.27748344370861,823.17880794702
"UNKNOWN",2025-09-25 20:50:00,39.708,2.44,27.144,446.085576,48798.42648,543013.67478,4.52049180327869,242.012420231279,-3.9677868852459,-2.10860655737705,629.508196721311
"UNKNOWN",2025-09-25 21:00:00,43.74072,2.6,28.822,480.932424,48805.7166,543093.830184,4.67315384615385,245.594236777622,-4.17469230769231,-1.89423076923077,604.615384615385
"UNKNOWN",2025-09-25 21:10:00,36.5076,2.44,26.612,400.972824,48811.8012,543160.658988,4.15614754098361,241.964998851117,-3.5972131147541,-1.91549180327869,698.360655737705
"UNKNOWN",2025-09-25 21:20:00,65.08224,2.02,22.164,710.794224,48822.64824,543279.124692,8.94970297029703,242.212463163325,-7.72257425742574,-4.06950495049505,672.277227722772
"UNKNOWN",2025-09-25 21:30:00,72.09648,2.28,25.22,783.8118,48834.66432,543409.759992,8.78368421052631,238.720093308392,-7.4259649122807,-4.51149122807017,636.842105263158
"UNKNOWN",2025-09-25 21:40:00,35.8704,2.12,23.322,390.879648,48840.64272,543474.9066,4.7,253.437532992621,-4.32839622641509,-1.2872641509434,618.867924528302
"UNKNOWN",2025-09-25 21:50:00,49.53744,2.68,29.376,539.079624,48848.89896,543564.753204,5.1344776119403,257.217413852746,-4.96164179104478,-1.12567164179104,564.179104477612
"UNKNOWN",2025-09-25 22:00:00,29.19816,2.04,22.546,320.716656,48853.76532,543618.20598,3.97578431372549,257.087719953455,-3.74313725490196,-0.858137254901961,584.313725490196
"UNKNOWN",2025-09-25 22:10:00,35.09928,2.12,23.144,378.8856,48859.6152,543681.35358,4.59896226415094,258.022593178753,-4.42783018867924,-0.939339622641509,650.943396226415
"UNKNOWN",2025-09-25 22:20:00,34.15968,2.76,30.578,378.345744,48865.30848,543744.411204,3.43797101449275,259.591995645947,-3.35652173913043,-0.616521739130435,550.724637681159
"UNKNOWN",2025-09-25 22:30:00,40.66776,2.84,31.722,450.854352,48872.08644,543819.553596,3.97767605633803,257.220811745497,-3.82521126760563,-0.867605633802817,581.69014084507
"UNKNOWN",2025-09-25 22:40:00,42.71472,3.6,39.576,469.333584,48879.20556,543897.77586,3.29588888888889,253.244474391705,-3.09155555555556,-0.930777777777778,508.888888888889
"UNKNOWN",2025-09-25 22:50:00,37.69056,2.46,27.1,419.582304,48885.48732,543967.706244,4.25593495934959,262.195182332884,-4.09918699186992,-0.561869918699187,568.292682926829
"UNKNOWN",2025-09-25 23:00:00,33.5844,2.94,32.75,372.228336,48891.08472,544029.7443,3.17312925170068,260.696624150068,-3.0712925170068,-0.50312925170068,497.278911564626
"UNKNOWN",2025-09-25 23:10:00,85.25592,3,33.194,937.272312,48905.29404,544185.956352,7.89406666666667,248.526191004008,-7.2374,-2.84706666666667,516
"UNKNOWN",2025-09-25 23:20:00,132.2784,4.86,53.414,1454.936472,48927.34044,544428.445764,7.56049382716049,255.055395665875,-7.23312757201646,-1.93061728395062,464.609053497942
"UNKNOWN",2025-09-25 23:30:00,39.42648,3.16,35.024,434.8512,48933.91152,544500.920964,3.46575949367089,264.368551416277,-3.43462025316456,-0.338670886075949,488.607594936709
"UNKNOWN",2025-09-25 23:40:00,57.17016,2.2,24.378,625.54536,48943.43988,544605.178524,7.21845454545455,259.677624242796,-7.05972727272727,-1.28581818181818,614.545454545455
"UNKNOWN",2025-09-25 23:50:00,39.0132,2.26,24.882,423.781488,48949.94208,544675.808772,4.79513274336283,266.158786001376,-4.71194690265487,-0.316371681415929,553.097345132743
"UNKNOWN",2025-09-26,33.3612,2.24,24.554,365.120352,48955.50228,544736.662164,4.13705357142857,260.729999432232,-4.02669642857143,-0.657232142857143,523.214285714286
"UNKNOWN",2025-09-26 00:10:00,65.72088,2.24,24.562,725.037192,48966.45576,544857.501696,8.14991071428571,265.094599054193,-8.05,-0.690892857142857,569.642857142857
"UNKNOWN",2025-09-26 00:20:00,28.70064,3.1,34.046,313.32744,48971.2392,544909.722936,2.57174193548387,255.565217791987,-2.47483870967742,-0.637032258064516,450.967741935484
"UNKNOWN",2025-09-26 00:30:00,29.10744,2.12,23.728,326.97936,48976.09044,544964.219496,3.8138679245283,250.706909522674,-3.55896226415094,-1.24584905660377,541.509433962264
"UNKNOWN",2025-09-26 00:40:00,78.01776,2.16,24.098,862.559424,48989.0934,545107.9794,10.0331481481481,253.594606339039,-9.60148148148148,-2.82685185185185,487.037037037037
"UNKNOWN",2025-09-26 00:50:00,30.60288,2.72,30,341.244216,48994.19388,545164.853436,3.12529411764706,250.310051527527,-2.93970588235294,-1.05198529411765,510.294117647059
"UNKNOWN",2025-09-26 01:00:00,30.04992,2.2,24.318,330.103224,48999.2022,545219.87064,3.79418181818182,248.499847008167,-3.519,-1.38618181818182,487.272727272727
"UNKNOWN",2025-09-26 01:10:00,25.05312,1.98,21.822,271.780632,49003.37772,545265.167412,3.51474747474747,246.090056141426,-3.21020202020202,-1.42323232323232,528.282828282828
"UNKNOWN",2025-09-26 01:20:00,95.49504,2.38,26.412,1057.344336,49019.29356,545441.391468,11.1455462184874,246.284140158175,-10.1919327731092,-4.47731092436975,447.899159663866
"UNKNOWN",2025-09-26 01:30:00,25.81848,2.24,24.966,288.985968,49023.59664,545489.555796,3.20169642857143,246.603279897245,-2.93732142857143,-1.27089285714286,478.571428571428
"UNKNOWN",2025-09-26 01:40:00,33.02136,1.9,20.866,360.853776,49029.1002,545549.698092,4.82768421052632,244.793870718384,-4.35168421052632,-2.04831578947368,590.526315789474
"UNKNOWN",2025-09-26 01:50:00,26.2764,1.82,20.25,289.77804,49033.4796,545597.994432,4.01043956043956,247.749787127883,-3.71076923076923,-1.51813186813187,497.802197802198
"UNKNOWN",2025-09-26 02:00:00,30.41136,2.02,22.428,338.864904,49038.54816,545654.471916,4.1819801980198,246.154091608374,-3.81851485148515,-1.68782178217822,498.019801980198
"UNKNOWN",2025-09-26 02:10:00,92.54232,2.88,31.814,1019.654856,49053.97188,545824.414392,8.92576388888889,246.953448004116,-8.19604166666667,-3.486875,436.111111111111
"UNKNOWN",2025-09-26 02:20:00,28.41264,1.94,21.512,305.733528,49058.70732,545875.36998,4.06824742268041,244.270982536384,-3.66061855670103,-1.7640206185567,520.618556701031
"UNKNOWN",2025-09-26 02:30:00,34.30656,2.32,25.314,370.205136,49064.42508,545937.070836,4.10758620689655,244.779602504508,-3.71422413793103,-1.74939655172414,529.310344827586
"UNKNOWN",2025-09-26 02:40:00,35.74872,2.56,28.34,395.622,49070.3832,546003.007836,3.878984375,245.925084900766,-3.539609375,-1.581484375,639.0625
"UNKNOWN",2025-09-26 02:50:00,25.6824,2.36,25.946,283.692096,49074.6636,546050.289852,3.0228813559322,245.720158898188,-2.75432203389831,-1.24245762711864,523.728813559322
"UNKNOWN",2025-09-26 03:00:00,36.144,2.56,27.956,390.04632,49080.6876,546115.297572,3.921875,243.353755770708,-3.503828125,-1.758125,585.9375
"UNKNOWN",2025-09-26 03:10:00,28.60344,2.74,30.448,310.435344,49085.45484,546167.036796,2.89978102189781,242.658915676671,-2.57554744525547,-1.33167883211679,427.007299270073
"UNKNOWN",2025-09-26 03:20:00,30.3444,2.02,21.914,325.559376,49090.51224,546221.296692,4.17277227722772,244.977346977883,-3.77425742574257,-1.76178217821782,500
"UNKNOWN",2025-09-26 03:30:00,37.15128,2.5,27.806,411.056928,49096.70412,546289.80618,4.12792,238.542630385893,-3.51984,-2.15336,524
"UNKNOWN",2025-09-26 03:40:00,95.9508,2.86,31.902,1063.669968,49112.69592,546467.084508,9.31923076923077,236.152858643606,-7.72664335664336,-5.18174825174825,470.629370629371
"UNKNOWN",2025-09-26 03:50:00,91.86696,3,33.11,1016.968896,49128.00708,546636.579324,8.5062,240.249988839614,-7.37693333333333,-4.21626666666667,492
"UNKNOWN",2025-09-26 04:00:00,35.0352,3.2,34.652,378.215496,49133.84628,546699.61524,3.04125,243.365028153383,-2.7025,-1.355375,508.75
"UNKNOWN",2025-09-26 04:10:00,83.47464,2.68,29.654,914.79816,49147.75872,546852.0816,8.65201492537313,236.435000051253,-7.17410447761194,-4.76014925373134,461.194029850746
"UNKNOWN",2025-09-26 04:20:00,67.02408,2.28,25.422,745.907976,49158.9294,546976.399596,8.16570175438596,246.5415951117,-7.475,-3.24377192982456,584.210526315789
"UNKNOWN",2025-09-26 04:30:00,74.11176,2.78,30.978,819.627768,49171.28136,547113.004224,7.40525179856115,242.666136023959,-6.53510791366906,-3.37791366906475,602.158273381295
"UNKNOWN",2025-09-26 04:40:00,14.06808,2.74,30.292,155.66976,49173.62604,547138.949184,1.42620437956204,242.026573096629,-1.23043795620438,-0.653503649635036,501.459854014599
"UNKNOWN",2025-09-26 04:50:00,20.77632,1.76,19.65,233.469792,49177.08876,547177.860816,3.27909090909091,227.302094008302,-2.37875,-2.19488636363636,581.818181818182
"UNKNOWN",2025-09-26 05:00:00,58.72464,2.1,23.076,645.546384,49186.8762,547285.45188,7.76780952380952,241.802205497129,-6.44085714285714,-3.45323809523809,564.761904761905
"UNKNOWN",2025-09-26 05:10:00,3.1752,1.84,20.15,35.435232,49187.4054,547291.357752,0.479347826086957,198.928157124005,-0.155434782608696,-0.453260869565217,667.391304347826
"UNKNOWN",2025-09-26 05:20:00,18.84888,1.18,13.14,206.993808,49190.54688,547325.85672,4.4371186440678,189.837812593793,-0.738813559322034,-4.26050847457627,822.033898305085
"UNKNOWN",2025-09-26 05:30:00,11.36736,1.14,12.468,130.412664,49192.44144,547347.592164,2.76982456140351,179.730563267017,0.0129824561403509,-2.76070175438596,1366.66666666667
"UNKNOWN",2025-09-26 05:40:00,15.87744,1.1,12.276,178.0632,49195.08768,547377.269364,4.00945454545455,179.130370803913,0.0607272727272727,-4.00072727272727,1263.63636363636
"UNKNOWN",2025-09-26 05:50:00,6.43824,2.44,26.496,69.87384,49196.16072,547388.915004,0.732950819672131,149.092324147746,0.376229508196721,-0.62844262295082,688.524590163934
"UNKNOWN",2025-09-26 17:50:00,0,0.26,16.412,0,49196.16072,547388.915004,0,90,0,0,2946.15384615385
"UNKNOWN",2025-09-26 18:00:00,0,0.2,15.572,0,49196.16072,547388.915004,0,90,0,0,3120
"UNKNOWN",2025-09-26 18:10:00,0,0.64,29.868,0,49196.16072,547388.915004,0,90,0,0,2437.5
"UNKNOWN",2025-09-26 18:20:00,0,1.1,25.828,0,49196.16072,547388.915004,0,90,0,0,2678.18181818182
"UNKNOWN",2025-09-26 18:30:00,0,1.56,27.962,0,49196.16072,547388.915004,0,90,0,0,1712.82051282051
"UNKNOWN",2025-09-26 18:40:00,8.064,3.56,54.022,106.175376,49197.50472,547406.6109,0.629213483146067,324.77382210836,-0.36376404494382,0.515168539325843,1374.15730337079
"UNKNOWN",2025-09-26 18:50:00,23.63256,4.8,56.734,322.318584,49201.44348,547460.330664,1.367625,323.249537793447,-0.806083333333333,1.07945833333333,858.333333333333
"UNKNOWN",2025-09-26 19:00:00,36.918,5.58,62.968,404.072064,49207.59648,547527.676008,1.83781362007168,312.262295247396,-1.31003584229391,1.19046594982079,530.10752688172
"UNKNOWN",2025-09-26 19:10:00,39.21912,6.06,68.552,435.221568,49214.133,547600.212936,1.79772277227723,305.204653892797,-1.43465346534653,1.01221122112211,665.676567656766
"UNKNOWN",2025-09-26 19:20:00,41.8572,5.42,59.728,462.466944,49221.1092,547677.29076,2.14520295202952,298.084777532547,-1.8390405904059,0.981328413284133,656.457564575646
"UNKNOWN",2025-09-26 19:30:00,32.2956,5.2,61.48,357.745464,49226.4918,547736.915004,1.72519230769231,294.723368303992,-1.53380769230769,0.706230769230769,783.846153846154
"UNKNOWN",2025-09-26 19:40:00,27.70848,3.78,41.58,308.500416,49231.10988,547788.33174,2.03619047619048,298.690000992572,-1.74772486772487,0.956455026455026,1153.96825396825
"UNKNOWN",2025-09-26 19:50:00,26.7372,4.1,44.92,294.459048,49235.56608,547837.408248,1.81146341463415,307.114990907277,-1.43858536585366,1.08858536585366,771.219512195122
"UNKNOWN",2025-09-26 20:00:00,31.35816,3.36,36.758,344.368656,49240.79244,547894.803024,2.59244047619048,294.335490970205,-2.16714285714286,0.980119047619048,751.190476190476
"UNKNOWN",2025-09-26 20:10:00,26.67024,3.82,42.09,289.673496,49245.23748,547943.08194,1.93937172774869,296.313189341874,-1.71408376963351,0.847643979057592,960.732984293194
"UNKNOWN",2025-09-26 20:20:00,33.2352,3.86,42.764,367.752168,49250.77668,548004.373968,2.39170984455959,296.617538517031,-2.03523316062176,1.0199481865285,848.186528497409
"UNKNOWN",2025-09-26 20:30:00,33.7752,4.3,47.072,369.276984,49256.40588,548065.920132,2.18186046511628,300.199126106933,-1.66916279069767,0.971441860465116,998.604651162791
"UNKNOWN",2025-09-26 20:40:00,26.72784,4.68,51.474,297.123984,49260.86052,548115.440796,1.58641025641026,301.354128144129,-1.25482905982906,0.764572649572649,1076.06837606838
"UNKNOWN",2025-09-26 20:50:00,31.25448,4.32,48.166,347.410944,49266.0696,548173.34262,2.00967592592593,306.708094199589,-1.5324537037037,1.14259259259259,975
"UNKNOWN",2025-09-26 21:00:00,28.68552,4.54,50.098,317.775096,49270.85052,548226.305136,1.75511013215859,312.564708554464,-1.15330396475771,1.05920704845815,866.519823788546
"UNKNOWN",2025-09-26 21:10:00,23.0724,2.96,32.488,255.026808,49274.69592,548268.809604,2.1652027027027,315.769744194004,-1.19324324324324,1.22574324324324,840.540540540541
"UNKNOWN",2025-09-26 21:20:00,59.73264,4.74,51.922,655.13196,49284.65136,548377.998264,3.50050632911392,330.694735911983,-1.59151898734177,2.83544303797468,824.050632911392
"UNKNOWN",2025-09-26 21:30:00,13.94136,3.6,39.744,153.16776,49286.97492,548403.526224,1.07572222222222,300.733945915877,-0.865722222222222,0.514722222222222,902.222222222222
"UNKNOWN",2025-09-26 21:40:00,56.67408,4.36,48.354,626.287824,49296.4206,548507.907528,3.61073394495413,304.651619062723,-2.76091743119266,1.90830275229358,1051.37614678899
"UNKNOWN",2025-09-26 21:50:00,18.59616,4.12,45.646,204.420168,49299.51996,548541.977556,1.25378640776699,304.632448426178,-0.805582524271845,0.556407766990291,800.970873786408
"UNKNOWN",2025-09-26 22:00:00,17.19432,4.12,45.652,189.42444,49302.38568,548573.548296,1.15927184466019,315.43798426654,-0.61126213592233,0.620679611650486,1091.26213592233
"UNKNOWN",2025-09-26 22:10:00,12.62448,5.18,56.898,139.22676,49304.48976,548596.752756,0.676988416988417,302.361336861848,-0.352239382239382,0.223204633204633,727.799227799228
"UNKNOWN",2025-09-26 22:20:00,13.6008,3.6,39.576,150.819624,49306.75656,548621.88936,1.04944444444444,330.899413429468,-0.467611111111111,0.840111111111111,932.222222222222
"UNKNOWN",2025-09-26 22:30:00,18.37584,3.62,39.65,200.378592,49309.8192,548655.285792,1.41005524861878,330.777607032332,-0.595801104972376,1.06508287292818,741.988950276243
"UNKNOWN",2025-09-26 22:40:00,29.92392,3.34,37.202,330.818904,49314.80652,548710.422276,2.48868263473054,343.093029138973,-0.604071856287425,1.98736526946108,788.622754491018
"UNKNOWN",2025-09-26 22:50:00,14.25312,2.96,32.334,153.97128,49317.18204,548736.084156,1.33756756756757,314.003945649137,-0.933108108108108,0.901216216216216,739.189189189189
"UNKNOWN",2025-09-26 23:00:00,16.67664,2.74,30.268,183.377304,49319.96148,548766.64704,1.69065693430657,323.556497979467,-0.850656934306569,1.15197080291971,864.963503649635
"UNKNOWN",2025-09-26 23:10:00,34.9344,3.1,34.246,384.663528,49325.78388,548830.757628,3.13032258064516,322.197983176559,-1.84645161290323,2.38025806451613,794.193548387097
"UNKNOWN",2025-09-26 23:20:00,35.72856,3.32,36.254,393.164856,49331.73864,548896.285104,2.98933734939759,322.767169415854,-1.72626506024096,2.27156626506024,785.542168674699
"UNKNOWN",2025-09-26 23:30:00,34.74432,3.28,36.464,384.382728,49337.52936,548960.348892,2.94243902439024,314.073684073399,-1.91609756097561,1.85512195121951,656.09756097561
"UNKNOWN",2025-09-26 23:40:00,16.67664,2.24,24.922,184.6746,49340.3088,548991.127992,2.06803571428571,337.745159579253,-0.742678571428572,1.81491071428571,703.571428571429
"UNKNOWN",2025-09-26 23:50:00,15.33816,2.9,32.128,167.55192,49342.86516,549019.053312,1.4691724137931,323.619267451673,-0.823172413793103,1.11731034482759,589.655172413793
"UNKNOWN",2025-09-27,14.61744,2.68,29.438,157.941864,49345.3014,549045.376956,1.51507462686567,337.659959502426,-0.542388059701493,1.31985074626866,583.582089552239
"UNKNOWN",2025-09-27 00:10:00,19.7136,2.64,29.042,216.9216,49348.587,549081.530556,2.07424242424242,333.271705020451,-0.88780303030303,1.7630303030303,566.666666666667
"UNKNOWN",2025-09-27 00:20:00,38.45088,3.14,34.456,421.4016,49354.99548,549151.764156,3.40152866242038,309.870124915863,-2.32770700636943,1.94420382165605,742.03821656051
"UNKNOWN",2025-09-27 00:30:00,17.31888,2.52,28.122,192.650544,49357.88196,549183.87258,1.90904761904762,332.628632729982,-0.837222222222222,1.61714285714286,685.714285714286
"UNKNOWN",2025-09-27 00:40:00,16.3728,2.3,25.536,183.400128,49360.61076,549214.439268,1.97739130434783,327.681078227921,-0.925739130434783,1.46330434782609,759.130434782609
"UNKNOWN",2025-09-27 00:50:00,16.45776,2.66,29.2,180.703944,49363.35372,549244.556592,1.71864661654135,343.143938732349,-0.49593984962406,1.63684210526316,875.93984962406
"UNKNOWN",2025-09-27 01:00:00,15.21792,3.08,33.9,169.139376,49365.89004,549272.746488,1.37246753246753,331.493551176578,-0.606298701298701,1.11636363636364,1311.68831168831
"UNKNOWN",2025-09-27 01:10:00,23.38416,3.24,35.628,256.45032,49369.7874,549315.488208,2.00481481481481,339.55730737766,-0.681111111111111,1.82728395061728,954.320987654321
"UNKNOWN",2025-09-27 01:20:00,11.97864,2,21.978,129.549672,49371.78384,549337.07982,1.6637,332.149604997674,-0.7451,1.4102,574
"UNKNOWN",2025-09-27 01:30:00,12.96432,1.8,19.684,142.364448,49373.94456,549360.807228,2.00066666666667,348.048375616072,-0.413,1.95111111111111,602.222222222222
"UNKNOWN",2025-09-27 01:40:00,13.51008,2.22,24.46,148.988664,49376.19624,549385.638672,1.69045045045045,347.939205017358,-0.35045045045045,1.64018018018018,840.540540540541
